Datetime,AEP_MW,Year,Month,Day,Hour,Weekday,WeekOfYear,DayOfYear,IsWeekend,AEP_MW_lag1,AEP_MW_lag24,AEP_MW_lag168,AEP_MW_rolling_mean_24,AEP_MW_rolling_mean_168
2004-12-24 00:00:00,16383.0,2004,12,24,0,4,52,359,0,17340.0,17147.0,14316.0,16384.0,16855.47619047619
2004-12-22 01:00:00,15670.0,2004,12,22,1,2,52,357,0,16383.0,15358.0,15223.0,16397.0,16858.136904761905
2004-12-22 02:00:00,15135.0,2004,12,22,2,2,52,357,0,15670.0,14851.0,14731.0,16408.833333333332,16860.541666666668
2004-12-22 03:00:00,14997.0,2004,12,22,3,2,52,357,0,15135.0,14441.0,14503.0,16432.0,16863.48214285714
2004-12-22 04:00:00,14929.0,2004,12,22,4,2,52,357,0,14997.0,14105.0,14432.0,16466.333333333332,16866.440476190477
2004-12-22 05:00:00,15256.0,2004,12,22,5,2,52,357,0,14929.0,14048.0,14531.0,16516.666666666668,16870.755952380954
2004-12-22 06:00:00,16174.0,2004,12,22,6,2,52,357,0,15256.0,14394.0,15087.0,16590.833333333332,16877.22619047619
2004-12-22 07:00:00,17483.0,2004,12,22,7,2,52,357,0,16174.0,15034.0,16018.0,16692.875,16885.946428571428
2004-12-22 08:00:00,18645.0,2004,12,22,8,2,52,357,0,17483.0,15783.0,16968.0,16812.125,16895.928571428572
2004-12-22 09:00:00,18866.0,2004,12,22,9,2,52,357,0,18645.0,16231.0,17149.0,16921.916666666668,16906.14880952381
2004-12-22 10:00:00,18802.0,2004,12,22,10,2,52,357,0,18866.0,16576.0,17261.0,17014.666666666668,16915.321428571428
2004-12-22 11:00:00,18457.0,2004,12,22,11,2,52,357,0,18802.0,16912.0,17194.0,17079.041666666668,16922.839285714286
2004-12-22 12:00:00,18021.0,2004,12,22,12,2,52,357,0,18457.0,16991.0,17011.0,17121.958333333332,16928.85119047619
2004-12-22 13:00:00,17687.0,2004,12,22,13,2,52,357,0,18021.0,16793.0,16749.0,17159.208333333332,16934.434523809523
2004-12-22 14:00:00,17590.0,2004,12,22,14,2,52,357,0,17687.0,16764.0,16546.0,17193.625,16940.64880952381
2004-12-22 15:00:00,17471.0,2004,12,22,15,2,52,357,0,17590.0,16643.0,16403.0,17228.125,16947.005952380954
2004-12-22 16:00:00,17406.0,2004,12,22,16,2,52,357,0,17471.0,16666.0,16161.0,17258.958333333332,16954.416666666668
2004-12-22 17:00:00,17592.0,2004,12,22,17,2,52,357,0,17406.0,16869.0,16380.0,17289.083333333332,16961.630952380954
2004-12-22 18:00:00,18668.0,2004,12,22,18,2,52,357,0,17592.0,17916.0,17330.0,17320.416666666668,16969.595238095237
2004-12-22 19:00:00,19040.0,2004,12,22,19,2,52,357,0,18668.0,18424.0,17738.0,17346.083333333332,16977.345238095237
2004-12-22 20:00:00,18819.0,2004,12,22,20,2,52,357,0,19040.0,18343.0,17468.0,17365.916666666668,16985.386904761905
2004-12-22 21:00:00,18483.0,2004,12,22,21,2,52,357,0,18819.0,18340.0,17093.0,17371.875,16993.660714285714
2004-12-22 22:00:00,18381.0,2004,12,22,22,2,52,357,0,18483.0,18011.0,16736.0,17387.291666666668,17003.45238095238
2004-12-22 23:00:00,17461.0,2004,12,22,23,2,52,357,0,18381.0,17340.0,15984.0,17392.333333333332,17012.244047619046
2004-12-23 00:00:00,16353.0,2004,12,23,0,3,52,358,0,17461.0,16383.0,14900.0,17391.083333333332,17020.89285714286
2004-12-21 01:00:00,18740.0,2004,12,21,1,1,52,356,0,16353.0,15670.0,17580.0,17519.0,17027.79761904762
2004-12-21 02:00:00,18247.0,2004,12,21,2,1,52,356,0,18740.0,15135.0,17158.0,17648.666666666668,17034.279761904763
2004-12-21 03:00:00,17906.0,2004,12,21,3,1,52,356,0,18247.0,14997.0,17002.0,17769.875,17039.660714285714
2004-12-21 04:00:00,17749.0,2004,12,21,4,1,52,356,0,17906.0,14929.0,16923.0,17887.375,17044.57738095238
2004-12-21 05:00:00,17900.0,2004,12,21,5,1,52,356,0,17749.0,15256.0,17191.0,17997.541666666668,17048.79761904762
2004-12-21 06:00:00,18590.0,2004,12,21,6,1,52,356,0,17900.0,16174.0,17908.0,18098.208333333332,17052.85714285714
2004-12-21 07:00:00,19716.0,2004,12,21,7,1,52,356,0,18590.0,17483.0,18944.0,18191.25,17057.45238095238
2004-12-21 08:00:00,20555.0,2004,12,21,8,1,52,356,0,19716.0,18645.0,19752.0,18270.833333333332,17062.23214285714
2004-12-21 09:00:00,20218.0,2004,12,21,9,1,52,356,0,20555.0,18866.0,19882.0,18327.166666666668,17064.23214285714
2004-12-21 10:00:00,19783.0,2004,12,21,10,1,52,356,0,20218.0,18802.0,19544.0,18368.041666666668,17065.654761904763
2004-12-21 11:00:00,19452.0,2004,12,21,11,1,52,356,0,19783.0,18457.0,19309.0,18409.5,17066.505952380954
2004-12-21 12:00:00,18866.0,2004,12,21,12,1,52,356,0,19452.0,18021.0,18756.0,18444.708333333332,17067.160714285714
2004-12-21 13:00:00,18383.0,2004,12,21,13,1,52,356,0,18866.0,17687.0,18201.0,18473.708333333332,17068.244047619046
2004-12-21 14:00:00,17945.0,2004,12,21,14,1,52,356,0,18383.0,17590.0,17666.0,18488.5,17069.904761904763
2004-12-21 15:00:00,17591.0,2004,12,21,15,1,52,356,0,17945.0,17471.0,17203.0,18493.5,17072.214285714286
2004-12-21 16:00:00,17362.0,2004,12,21,16,1,52,356,0,17591.0,17406.0,16935.0,18491.666666666668,17074.755952380954
2004-12-21 17:00:00,17619.0,2004,12,21,17,1,52,356,0,17362.0,17592.0,17207.0,18492.791666666668,17077.208333333332
2004-12-21 18:00:00,18664.0,2004,12,21,18,1,52,356,0,17619.0,18668.0,18349.0,18492.625,17079.083333333332
2004-12-21 19:00:00,19088.0,2004,12,21,19,1,52,356,0,18664.0,19040.0,18815.0,18494.625,17080.708333333332
2004-12-21 20:00:00,18998.0,2004,12,21,20,1,52,356,0,19088.0,18819.0,18599.0,18502.083333333332,17083.083333333332
2004-12-21 21:00:00,18773.0,2004,12,21,21,1,52,356,0,18998.0,18483.0,18480.0,18514.166666666668,17084.82738095238
2004-12-21 22:00:00,18394.0,2004,12,21,22,1,52,356,0,18773.0,18381.0,18135.0,18514.708333333332,17086.369047619046
2004-12-21 23:00:00,17622.0,2004,12,21,23,1,52,356,0,18394.0,17461.0,17112.0,18521.416666666668,17089.404761904763
2004-12-22 00:00:00,16484.0,2004,12,22,0,2,52,357,0,17622.0,16353.0,16047.0,18526.875,17092.005952380954
2004-12-20 01:00:00,19050.0,2004,12,20,1,0,52,355,0,16484.0,18740.0,16718.0,18539.791666666668,17105.886904761905
2004-12-20 02:00:00,18940.0,2004,12,20,2,0,52,355,0,19050.0,18247.0,16150.0,18568.666666666668,17122.494047619046
2004-12-20 03:00:00,19015.0,2004,12,20,3,0,52,355,0,18940.0,17906.0,16090.0,18614.875,17139.904761904763
2004-12-20 04:00:00,19178.0,2004,12,20,4,0,52,355,0,19015.0,17749.0,16223.0,18674.416666666668,17157.494047619046
2004-12-20 05:00:00,19494.0,2004,12,20,5,0,52,355,0,19178.0,17900.0,16652.0,18740.833333333332,17174.410714285714
2004-12-20 06:00:00,20392.0,2004,12,20,6,0,52,355,0,19494.0,18590.0,17317.0,18815.916666666668,17192.714285714286
2004-12-20 07:00:00,21616.0,2004,12,20,7,0,52,355,0,20392.0,19716.0,18384.0,18895.083333333332,17211.95238095238
2004-12-20 08:00:00,22554.0,2004,12,20,8,0,52,355,0,21616.0,20555.0,19366.0,18978.375,17230.928571428572
2004-12-20 09:00:00,22577.0,2004,12,20,9,0,52,355,0,22554.0,20218.0,19772.0,19076.666666666668,17247.625
2004-12-20 10:00:00,22321.0,2004,12,20,10,0,52,355,0,22577.0,19783.0,19792.0,19182.416666666668,17262.678571428572
2004-12-20 11:00:00,22055.0,2004,12,20,11,0,52,355,0,22321.0,19452.0,19697.0,19290.875,17276.714285714286
2004-12-20 12:00:00,21388.0,2004,12,20,12,0,52,355,0,22055.0,18866.0,19193.0,19395.958333333332,17289.779761904763
2004-12-20 13:00:00,21035.0,2004,12,20,13,0,52,355,0,21388.0,18383.0,18640.0,19506.458333333332,17304.035714285714
2004-12-20 14:00:00,20542.0,2004,12,20,14,0,52,355,0,21035.0,17945.0,18066.0,19614.666666666668,17318.77380952381
2004-12-20 15:00:00,20362.0,2004,12,20,15,0,52,355,0,20542.0,17591.0,17692.0,19730.125,17334.666666666668
2004-12-20 16:00:00,20119.0,2004,12,20,16,0,52,355,0,20362.0,17362.0,17522.0,19845.0,17350.125
2004-12-20 17:00:00,20505.0,2004,12,20,17,0,52,355,0,20119.0,17619.0,17933.0,19965.25,17365.434523809523
2004-12-20 18:00:00,21373.0,2004,12,20,18,0,52,355,0,20505.0,18664.0,19353.0,20078.125,17377.458333333332
2004-12-20 19:00:00,22188.0,2004,12,20,19,0,52,355,0,21373.0,19088.0,20046.0,20207.291666666668,17390.208333333332
2004-12-20 20:00:00,22038.0,2004,12,20,20,0,52,355,0,22188.0,18998.0,20127.0,20333.958333333332,17401.583333333332
2004-12-20 21:00:00,21752.0,2004,12,20,21,0,52,355,0,22038.0,18773.0,20049.0,20458.083333333332,17411.720238095237
2004-12-20 22:00:00,21621.0,2004,12,20,22,0,52,355,0,21752.0,18394.0,19751.0,20592.541666666668,17422.85119047619
2004-12-20 23:00:00,20919.0,2004,12,20,23,0,52,355,0,21621.0,17622.0,19038.0,20729.916666666668,17434.04761904762
2004-12-21 00:00:00,19554.0,2004,12,21,0,1,52,356,0,20919.0,16484.0,18133.0,20857.833333333332,17442.505952380954
2004-12-19 01:00:00,14619.0,2004,12,19,1,6,51,354,1,19554.0,19050.0,15059.0,20673.208333333332,17439.886904761905
2004-12-19 02:00:00,14245.0,2004,12,19,2,6,51,354,1,14619.0,18940.0,14617.0,20477.583333333332,17437.67261904762
2004-12-19 03:00:00,14082.0,2004,12,19,3,6,51,354,1,14245.0,19015.0,14452.0,20272.041666666668,17435.470238095237
2004-12-19 04:00:00,14123.0,2004,12,19,4,6,51,354,1,14082.0,19178.0,14465.0,20061.416666666668,17433.434523809523
2004-12-19 05:00:00,14253.0,2004,12,19,5,6,51,354,1,14123.0,19494.0,14561.0,19843.041666666668,17431.60119047619
2004-12-19 06:00:00,14437.0,2004,12,19,6,6,51,354,1,14253.0,20392.0,14862.0,19594.916666666668,17429.071428571428
2004-12-19 07:00:00,15197.0,2004,12,19,7,6,51,354,1,14437.0,21616.0,15318.0,19327.458333333332,17428.35119047619
2004-12-19 08:00:00,16025.0,2004,12,19,8,6,51,354,1,15197.0,22554.0,15865.0,19055.416666666668,17429.303571428572
2004-12-19 09:00:00,16742.0,2004,12,19,9,6,51,354,1,16025.0,22577.0,16421.0,18812.291666666668,17431.214285714286
2004-12-19 10:00:00,17345.0,2004,12,19,10,6,51,354,1,16742.0,22321.0,16751.0,18604.958333333332,17434.75
2004-12-19 11:00:00,17400.0,2004,12,19,11,6,51,354,1,17345.0,22055.0,16521.0,18411.0,17439.98214285714
2004-12-19 12:00:00,17291.0,2004,12,19,12,6,51,354,1,17400.0,21388.0,16047.0,18240.291666666668,17447.386904761905
2004-12-19 13:00:00,17473.0,2004,12,19,13,6,51,354,1,17291.0,21035.0,15790.0,18091.875,17457.404761904763
2004-12-19 14:00:00,17464.0,2004,12,19,14,6,51,354,1,17473.0,20542.0,15702.0,17963.625,17467.89285714286
2004-12-19 15:00:00,17461.0,2004,12,19,15,6,51,354,1,17464.0,20362.0,15488.0,17842.75,17479.636904761905
2004-12-19 16:00:00,17683.0,2004,12,19,16,6,51,354,1,17461.0,20119.0,15607.0,17741.25,17491.994047619046
2004-12-19 17:00:00,18211.0,2004,12,19,17,6,51,354,1,17683.0,20505.0,16012.0,17645.666666666668,17505.083333333332
2004-12-19 18:00:00,19749.0,2004,12,19,18,6,51,354,1,18211.0,21373.0,17243.0,17578.0,17520.0
2004-12-19 19:00:00,20439.0,2004,12,19,19,6,51,354,1,19749.0,22188.0,17922.0,17505.125,17534.98214285714
2004-12-19 20:00:00,20805.0,2004,12,19,20,6,51,354,1,20439.0,22038.0,18064.0,17453.75,17551.29761904762
2004-12-19 21:00:00,20840.0,2004,12,19,21,6,51,354,1,20805.0,21752.0,18086.0,17415.75,17567.690476190477
2004-12-19 22:00:00,20670.0,2004,12,19,22,6,51,354,1,20840.0,21621.0,17834.0,17376.125,17584.571428571428
2004-12-19 23:00:00,20300.0,2004,12,19,23,6,51,354,1,20670.0,20919.0,17392.0,17350.333333333332,17601.880952380954
2004-12-20 00:00:00,19719.0,2004,12,20,0,0,52,355,0,20300.0,19554.0,16842.0,17357.208333333332,17619.005952380954
2004-12-18 01:00:00,16053.0,2004,12,18,1,5,51,353,1,19719.0,14619.0,16669.0,17416.958333333332,17615.339285714286
2004-12-18 02:00:00,15562.0,2004,12,18,2,5,51,353,1,16053.0,14245.0,16218.0,17471.833333333332,17611.434523809523
2004-12-18 03:00:00,15439.0,2004,12,18,3,5,51,353,1,15562.0,14082.0,16135.0,17528.375,17607.291666666668
2004-12-18 04:00:00,15498.0,2004,12,18,4,5,51,353,1,15439.0,14123.0,16107.0,17585.666666666668,17603.666666666668
2004-12-18 05:00:00,15743.0,2004,12,18,5,5,51,353,1,15498.0,14253.0,16229.0,17647.75,17600.77380952381
2004-12-18 06:00:00,16126.0,2004,12,18,6,5,51,353,1,15743.0,14437.0,16470.0,17718.125,17598.72619047619
2004-12-18 07:00:00,16793.0,2004,12,18,7,5,51,353,1,16126.0,15197.0,16935.0,17784.625,17597.880952380954
2004-12-18 08:00:00,17583.0,2004,12,18,8,5,51,353,1,16793.0,16025.0,17548.0,17849.541666666668,17598.089285714286
2004-12-18 09:00:00,18108.0,2004,12,18,9,5,51,353,1,17583.0,16742.0,17927.0,17906.458333333332,17599.166666666668
2004-12-18 10:00:00,18035.0,2004,12,18,10,5,51,353,1,18108.0,17345.0,17837.0,17935.208333333332,17600.345238095237
2004-12-18 11:00:00,17599.0,2004,12,18,11,5,51,353,1,18035.0,17400.0,17453.0,17943.5,17601.214285714286
2004-12-18 12:00:00,17022.0,2004,12,18,12,5,51,353,1,17599.0,17291.0,16891.0,17932.291666666668,17601.994047619046
2004-12-18 13:00:00,16390.0,2004,12,18,13,5,51,353,1,17022.0,17473.0,15967.0,17887.166666666668,17604.511904761905
2004-12-18 14:00:00,15921.0,2004,12,18,14,5,51,353,1,16390.0,17464.0,15088.0,17822.875,17609.470238095237
2004-12-18 15:00:00,15619.0,2004,12,18,15,5,51,353,1,15921.0,17461.0,14564.0,17746.125,17615.75
2004-12-18 16:00:00,15475.0,2004,12,18,16,5,51,353,1,15619.0,17683.0,14394.0,17654.125,17622.184523809523
2004-12-18 17:00:00,16039.0,2004,12,18,17,5,51,353,1,15475.0,18211.0,14745.0,17563.625,17629.886904761905
2004-12-18 18:00:00,17080.0,2004,12,18,18,5,51,353,1,16039.0,19749.0,15856.0,17452.416666666668,17637.17261904762
2004-12-18 19:00:00,17479.0,2004,12,18,19,5,51,353,1,17080.0,20439.0,16502.0,17329.083333333332,17642.988095238095
2004-12-18 20:00:00,17431.0,2004,12,18,20,5,51,353,1,17479.0,20805.0,16678.0,17188.5,17647.470238095237
2004-12-18 21:00:00,17458.0,2004,12,18,21,5,51,353,1,17431.0,20840.0,16842.0,17047.583333333332,17651.136904761905
2004-12-18 22:00:00,17162.0,2004,12,18,22,5,51,353,1,17458.0,20670.0,16621.0,16901.416666666668,17654.35714285714
2004-12-18 23:00:00,16561.0,2004,12,18,23,5,51,353,1,17162.0,20300.0,16167.0,16745.625,17656.70238095238
2004-12-19 00:00:00,15645.0,2004,12,19,0,6,51,354,1,16561.0,19719.0,15676.0,16575.875,17656.51785714286
2004-12-17 01:00:00,15893.0,2004,12,17,1,4,51,352,0,15645.0,16053.0,15645.0,16569.208333333332,17657.994047619046
2004-12-17 02:00:00,15503.0,2004,12,17,2,4,51,352,0,15893.0,15562.0,15265.0,16566.75,17659.410714285714
2004-12-17 03:00:00,15315.0,2004,12,17,3,4,51,352,0,15503.0,15439.0,15138.0,16561.583333333332,17660.464285714286
2004-12-17 04:00:00,15264.0,2004,12,17,4,4,51,352,0,15315.0,15498.0,15068.0,16551.833333333332,17661.630952380954
2004-12-17 05:00:00,15596.0,2004,12,17,5,4,51,352,0,15264.0,15743.0,15122.0,16545.708333333332,17664.45238095238
2004-12-17 06:00:00,16544.0,2004,12,17,6,4,51,352,0,15596.0,16126.0,15441.0,16563.125,17671.01785714286
2004-12-17 07:00:00,18227.0,2004,12,17,7,4,51,352,0,16544.0,16793.0,15967.0,16622.875,17684.470238095237
2004-12-17 08:00:00,19281.0,2004,12,17,8,4,51,352,0,18227.0,17583.0,16628.0,16693.625,17700.261904761905
2004-12-17 09:00:00,19052.0,2004,12,17,9,4,51,352,0,19281.0,18108.0,17122.0,16732.958333333332,17711.75
2004-12-17 10:00:00,18758.0,2004,12,17,10,4,51,352,0,19052.0,18035.0,17621.0,16763.083333333332,17718.51785714286
2004-12-17 11:00:00,18254.0,2004,12,17,11,4,51,352,0,18758.0,17599.0,17501.0,16790.375,17723.0
2004-12-17 12:00:00,17654.0,2004,12,17,12,4,51,352,0,18254.0,17022.0,17122.0,16816.708333333332,17726.166666666668
2004-12-17 13:00:00,17236.0,2004,12,17,13,4,51,352,0,17654.0,16390.0,16600.0,16851.958333333332,17729.95238095238
2004-12-17 14:00:00,16818.0,2004,12,17,14,4,51,352,0,17236.0,15921.0,16206.0,16889.333333333332,17733.595238095237
2004-12-17 15:00:00,16450.0,2004,12,17,15,4,51,352,0,16818.0,15619.0,15844.0,16923.958333333332,17737.20238095238
2004-12-17 16:00:00,16250.0,2004,12,17,16,4,51,352,0,16450.0,15475.0,15762.0,16956.25,17740.10714285714
2004-12-17 17:00:00,16581.0,2004,12,17,17,4,51,352,0,16250.0,16039.0,16092.0,16978.833333333332,17743.01785714286
2004-12-17 18:00:00,17953.0,2004,12,17,18,4,51,352,0,16581.0,17080.0,17048.0,17015.208333333332,17748.404761904763
2004-12-17 19:00:00,18650.0,2004,12,17,19,4,51,352,0,17953.0,17479.0,17456.0,17064.0,17755.511904761905
2004-12-17 20:00:00,18653.0,2004,12,17,20,4,51,352,0,18650.0,17431.0,17407.0,17114.916666666668,17762.928571428572
2004-12-17 21:00:00,18645.0,2004,12,17,21,4,51,352,0,18653.0,17458.0,17474.0,17164.375,17769.89880952381
2004-12-17 22:00:00,18444.0,2004,12,17,22,4,51,352,0,18645.0,17162.0,17772.0,17217.791666666668,17773.89880952381
2004-12-17 23:00:00,17832.0,2004,12,17,23,4,51,352,0,18444.0,16561.0,17618.0,17270.75,17775.17261904762
2004-12-18 00:00:00,16906.0,2004,12,18,0,5,51,353,1,17832.0,15645.0,17147.0,17323.291666666668,17773.738095238095
2004-12-16 01:00:00,17381.0,2004,12,16,1,3,51,351,0,16906.0,15893.0,15358.0,17385.291666666668,17785.779761904763
2004-12-16 02:00:00,17048.0,2004,12,16,2,3,51,351,0,17381.0,15503.0,14851.0,17449.666666666668,17798.85714285714
2004-12-16 03:00:00,16862.0,2004,12,16,3,3,51,351,0,17048.0,15315.0,14441.0,17514.125,17813.26785714286
2004-12-16 04:00:00,16876.0,2004,12,16,4,3,51,351,0,16862.0,15264.0,14105.0,17581.291666666668,17829.761904761905
2004-12-16 05:00:00,17185.0,2004,12,16,5,3,51,351,0,16876.0,15596.0,14048.0,17647.5,17848.434523809523
2004-12-16 06:00:00,18127.0,2004,12,16,6,3,51,351,0,17185.0,16544.0,14394.0,17713.458333333332,17870.654761904763
2004-12-16 07:00:00,19901.0,2004,12,16,7,3,51,351,0,18127.0,18227.0,15034.0,17783.208333333332,17899.625
2004-12-16 08:00:00,20605.0,2004,12,16,8,3,51,351,0,19901.0,19281.0,15783.0,17838.375,17928.32738095238
2004-12-16 09:00:00,20312.0,2004,12,16,9,3,51,351,0,20605.0,19052.0,16231.0,17890.875,17952.619047619046
2004-12-16 10:00:00,19945.0,2004,12,16,10,3,51,351,0,20312.0,18758.0,16576.0,17940.333333333332,17972.67261904762
2004-12-16 11:00:00,19364.0,2004,12,16,11,3,51,351,0,19945.0,18254.0,16912.0,17986.583333333332,17987.26785714286
2004-12-16 12:00:00,18559.0,2004,12,16,12,3,51,351,0,19364.0,17654.0,16991.0,18024.291666666668,17996.60119047619
2004-12-16 13:00:00,17977.0,2004,12,16,13,3,51,351,0,18559.0,17236.0,16793.0,18055.166666666668,18003.64880952381
2004-12-16 14:00:00,17693.0,2004,12,16,14,3,51,351,0,17977.0,16818.0,16764.0,18091.625,18009.178571428572
2004-12-16 15:00:00,17396.0,2004,12,16,15,3,51,351,0,17693.0,16450.0,16643.0,18131.041666666668,18013.660714285714
2004-12-16 16:00:00,17246.0,2004,12,16,16,3,51,351,0,17396.0,16250.0,16666.0,18172.541666666668,18017.113095238095
2004-12-16 17:00:00,17669.0,2004,12,16,17,3,51,351,0,17246.0,16581.0,16869.0,18217.875,18021.875
2004-12-16 18:00:00,18921.0,2004,12,16,18,3,51,351,0,17669.0,17953.0,17916.0,18258.208333333332,18027.85714285714
2004-12-16 19:00:00,19446.0,2004,12,16,19,3,51,351,0,18921.0,18650.0,18424.0,18291.375,18033.940476190477
2004-12-16 20:00:00,19506.0,2004,12,16,20,3,51,351,0,19446.0,18653.0,18343.0,18326.916666666668,18040.863095238095
